ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS
4964	it isn't straight	Donno_So	těŋ→ wɔ̀-lɔ́	t ě ŋ # w ɔ̀ l ɔ́
4965	kill	Ampari	gíyɔ̀	ɡ í j ɔ̀
4966	kill	Bangime	ɥúúrá	ɥ úː r á
4967	kill	Bankan_Tey	jâ	dʒ â
4968	kill	Bankan_Tey	jɛ́	dʒ ɛ́
4969	kill	Ben_Tey	jìyɛ́	dʒ ì j ɛ́
4970	kill	Bunoge	gɛ́:wɛ̀	ɡ ɛ́ː w ɛ̀
4971	kill	Dogul_Dom	gɛ̀wɛ́	ɡ ɛ̀ w ɛ́
4972	kill	Dogul_Dom	sɛ̀mɛ́	s ɛ̀ m ɛ́
4973	kill	Gourou	wɔ̌:	w ɔ̌ː
4974	kill	Jamsay_Douentza	wɔ̌:	w ɔ̌ː
4975	kill	Jamsay_Mondoro	wɔ̌:	w ɔ̌ː
4976	kill	Mombo	gyɛ́:	ɡ j ɛ́ː
4977	kill	Najamba	jìyɛ́	dʒ ì j ɛ́
4978	kill	Najamba	gìyɛ́	ɡ ì j ɛ́
4979	kill	Nanga	jìyɛ́	dʒ ì j ɛ́
4980	kill	Nanga	gìyɛ́	ɡ ì j ɛ́
4981	kill	Penange	gíyɛ́	ɡ í j ɛ́
4982	kill	Perge_Tegu	wɔ̌:	w ɔ̌ː
4983	kill	Sangha_So	dǎj	d ǎ dʒ
4984	kill	Sangha_So	dáá	d áː
4985	kill	Tebul_Ure	jàlí	dʒ à l í
4986	kill	Tebul_Ure	jɛ̌	dʒ ɛ̌
4987	kill	Tiranige	jɛ́yɔ́	dʒ ɛ́ j ɔ́
4988	kill	Togo_Kan	dàrⁿá	d à r̃ á
4989	kill	Tommo_So	dàá	d ǎː
4990	kill	Tomo_Kan_Diangassagou	dɛ̀lɛ̀	d ɛ̀ l ɛ̀
4991	kill	Tomo_Kan_Segue	dɛ̀lɛ̀	d ɛ̀ l ɛ̀
4992	kill	Toro_Tegu	wɔ̌w	w ɔ̌ w
4993	kill	Toro_Tegu	wɔ̌:	w ɔ̌ː
4994	kill	Yanda_Dom	jàlí	dʒ à l í
4995	kill	Yanda_Dom	jɛ́	dʒ ɛ́
4996	kill	Yorno_So	dǎy	d ǎ j
4997	kill	Yorno_So	dǎ:	d ǎː
4998	kill	Donno_So	dǎ:	d ǎː
4999	kill	Donno_So	dá-ỳ	d á j̀
5000	knee	Ampari	kùjù	k ù dʒ ù
5001	knee	Bangime	bʷèɛ́ kǔmbɛ́	bʷ è ɛ́ # k ǔ m b ɛ́
5002	knee	Bankan_Tey	kízì	k í z ì
5003	knee	Ben_Tey	sínjì:	s í n dʒ ìː
5004	knee	Ben_Tey	síŋgì:	s í ŋ ɡ ìː
5005	knee	Bunoge	kúnjúgà	k ú n dʒ ú ɡ à
5006	knee	Dogul_Dom	kúɲjù	k ú ɲ dʒ ù
5007	knee	Gourou	nèŋé	n è ŋ é
5008	knee	Jamsay_Douentza	nɛ̀ŋɛ́	n ɛ̀ ŋ ɛ́
5009	knee	Jamsay_Douentza	nɛ̀ŋɛ̀ béré	n ɛ̀ ŋ ɛ̀ # b é r é
5010	knee	Jamsay_Mondoro	nɛ̀ŋɛ́	n ɛ̀ ŋ ɛ́
5011	knee	Mombo	kúnjúgà	k ú n dʒ ú ɡ à
5012	knee	Najamba	nà:kínjìŋgè	n àː k í n dʒ ì ŋ ɡ è
5013	knee	Najamba	nà:kínjì:	n àː k í n dʒ ìː
5014	knee	Nanga	kùnjòkúnjô	k ù n dʒ ò k ú n dʒ ô
5015	knee	Penange	kùnjùgà	k ù n dʒ ù ɡ à
5016	knee	Perge_Tegu	nìŋgé	n ì ŋ ɡ é
5017	knee	Sangha_So	jóŋgóró	dʒ ó ŋ ɡ ó r ó
5018	knee	Tebul_Ure	kúndú	k ú n d ú
5019	knee	Tiranige	kúnjúgɔ́	k ú n dʒ ú ɡ ɔ́
5020	knee	Togo_Kan	nèŋèrèkúⁿ	n è ŋ è r è k ṹ
5021	knee	Tommo_So	ànù yóŋóló	à n ù # j ó ŋ ó l ó
5022	knee	Tomo_Kan_Diangassagou	ɲùŋgòlòkùⁿ	ɲ ù ŋ ɡ ò l ò k ũ̀
5023	knee	Tomo_Kan_Segue	ɲùŋgòlò	ɲ ù ŋ ɡ ò l ò
5024	knee	Toro_Tegu	nìŋó	n ì ŋ ó
5025	knee	Yanda_Dom	kúnzú	k ú n z ú
5026	knee	Yorno_So	yúŋóló	j ú ŋ ó l ó
5027	knee	Donno_So	yóŋùnù	j ó ŋ ù n ù
5028	know (a fact, defective verb)	Ampari	ɛ́yⁿ	ɛ́ j̃
5029	know (a fact, defective verb)	Bangime	sórè	s ó r è
5030	know (a fact, defective verb)	Bunoge	ʔɛ̀yⁿ	ʔ ɛ̀ j̃
5031	know (a fact, defective verb)	Najamba	tígà	t í ɡ à
5032	know (a fact, defective verb)	Penange	ɛ́ɲɔ̀ bò	ɛ́ ɲ ɔ̀ # b ò
5033	know (a fact, defective verb)	Tiranige	yèy	j è j
5034	know (a fact, defective verb)	Togo_Kan	í:ⁿ wɔ̂	ĩ́ː # w ɔ̂
5035	know (a fact, defective verb)	Tommo_So	íí	íː
5036	know (a fact, defective verb)	Toro_Tegu	ùkú	ù k ú
5037	know (a fact, defective verb)	Yorno_So	ígì	í ɡ ì
5038	know (a fact, defective verb)	Dogul_Dom	tígà	t í ɡ à
5039	know (a fact, defective verb)	Donno_So	ìgù wɔ́	ì ɡ ù # w ɔ́
5040	know (a fact) (regular verb)	Ampari	ɛ́yⁿ	ɛ́ j̃
5041	know (a fact) (regular verb)	Bangime	sórè	s ó r è
5042	know (a fact) (regular verb)	Bankan_Tey	zùwá	z ù w á
5043	know (a fact) (regular verb)	Ben_Tey	jùwɔ́	dʒ ù w ɔ́
5044	know (a fact) (regular verb)	Bunoge	ʔɛ̀yⁿ	ʔ ɛ̀ j̃
5045	know (a fact) (regular verb)	Dogul_Dom	tìgá	t ì ɡ á
5046	know (a fact) (regular verb)	Dogul_Dom	tìgìyɛ́	t ì ɡ ì j ɛ́
5047	know (a fact) (regular verb)	Jamsay_Douentza	jùgɔ́	dʒ ù ɡ ɔ́
5048	know (a fact) (regular verb)	Jamsay_Mondoro	jùgɔ́	dʒ ù ɡ ɔ́
5049	know (a fact) (regular verb)	Mombo	íɲámbó	í ɲ á m b ó
5050	know (a fact) (regular verb)	Najamba	tígà	t í ɡ à
5051	know (a fact) (regular verb)	Nanga	jùgɔ́	dʒ ù ɡ ɔ́
5052	know (a fact) (regular verb)	Penange	ɛ́ɲɔ̀ bò	ɛ́ ɲ ɔ̀ # b ò
5053	know (a fact) (regular verb)	Penange	yáré	j á r é
5054	know (a fact) (regular verb)	Perge_Tegu	jùgɔ́	dʒ ù ɡ ɔ́
5055	know (a fact) (regular verb)	Tebul_Ure	zùgɔ́	z ù ɡ ɔ́
5056	know (a fact) (regular verb)	Tiranige	yèy	j è j
5057	know (a fact) (regular verb)	Togo_Kan	í:ⁿ wɔ̂	ĩ́ː # w ɔ̂
5058	know (a fact) (regular verb)	Tommo_So	íí	íː
5059	know (a fact) (regular verb)	Toro_Tegu	ùkú	ù k ú
5060	know (a fact) (regular verb)	Yanda_Dom	zùwàlí	z ù w à l í
5061	know (a fact) (regular verb)	Yanda_Dom	zùwɔ́	z ù w ɔ́
5062	know (a fact) (regular verb)	Yorno_So	jùgɔ́	dʒ ù ɡ ɔ́
5063	know (a fact) (regular verb)	Yorno_So	ígì	í ɡ ì
5064	laugh (verb only)	Bangime	m máà	m # m âː
5065	laugh (verb only)	Bankan_Tey	màní	m à n í
5066	laugh (verb only)	Ben_Tey	màní	m à n í
5067	laugh (verb only)	Bunoge	mándè	m á n d è
5068	laugh (verb only)	Dogul_Dom	màndɛ́	m à n d ɛ́
5069	laugh (verb only)	Gourou	mɔ̀wⁿɔ́	m ɔ̀ w̃ ɔ́
5070	laugh (verb only)	Jamsay_Douentza	mɔ̀wⁿɔ́	m ɔ̀ w̃ ɔ́
5071	laugh (verb only)	Jamsay_Mondoro	mɔ̀wⁿɔ́	m ɔ̀ w̃ ɔ́
5072	laugh (verb only)	Mombo	mándú mándè	m á n d ú # m á n d è
5073	laugh (verb only)	Najamba	màndè	m à n d è
5074	laugh (verb only)	Najamba	màndí	m à n d í
5075	laugh (verb only)	Nanga	màndí	m à n d í
5076	laugh (verb only)	Penange	mándé	m á n d é
5077	laugh (verb only)	Perge_Tegu	mɔ̌:ⁿ	m ɔ̃̌ː
5078	laugh (verb only)	Sangha_So	mǒj mɔ́nɛ́	m ǒ dʒ # m ɔ́ n ɛ́
5079	laugh (verb only)	Tebul_Ure	màndí	m à n d í
5080	laugh (verb only)	Tiranige	mándó	m á n d ó
5081	laugh (verb only)	Togo_Kan	mɔ̌:	m ɔ̌ː
5082	laugh (verb only)	Tommo_So	mòmó	m ò m ó
5083	laugh (verb only)	Tomo_Kan_Diangassagou	mòmè	m ò m è
5084	laugh (verb only)	Tomo_Kan_Segue	mɔ̀mɛ̀	m ɔ̀ m ɛ̀
5085	laugh (verb only)	Toro_Tegu	mɔ̌m	m ɔ̌ m
5086	laugh (verb only)	Toro_Tegu	mɔ̌:	m ɔ̌ː
5087	laugh (verb only)	Yanda_Dom	màndàlí	m à n d à l í
5088	laugh (verb only)	Yanda_Dom	màndú	m à n d ú
5089	laugh (verb only)	Yorno_So	mɔ̌:	m ɔ̌ː
5090	laugh (verb only)	Donno_So	mò:-ndó	m òː n d ó
5091	laugh (verb only)	Donno_So	mó:-nd-ì	m óː n d ì
5092	leaf (of plant)	Ampari	kòwá	k ò w á
5093	leaf (of plant)	Bangime	pʷéɛ̀ⁿ	pʷ é ɛ̃̀
5094	leaf (of plant)	Bankan_Tey	jɛ̀ndɛ̂:	dʒ ɛ̀ n d ɛ̂ː
5095	leaf (of plant)	Bankan_Tey	gɛ̀ndɛ̂:	ɡ ɛ̀ n d ɛ̂ː
5096	leaf (of plant)	Ben_Tey	jɛ̀lɛ̂y	dʒ ɛ̀ l ɛ̂ j
5097	leaf (of plant)	Ben_Tey	jɛ̀lɛ̂:	dʒ ɛ̀ l ɛ̂ː
5098	leaf (of plant)	Ben_Tey	jìjɛ̀lɛ̂y	dʒ ì dʒ ɛ̀ l ɛ̂ j
5099	leaf (of plant)	Ben_Tey	jìjɛ̀lɛ̂:	dʒ ì dʒ ɛ̀ l ɛ̂ː
5100	leaf (of plant)	Bunoge	kóbà	k ó b à
5101	leaf (of plant)	Dogul_Dom	kíl	k í l
5102	leaf (of plant)	Dogul_Dom	kómbò	k ó m b ò
5103	leaf (of plant)	Gourou	kúrɔ́	k ú r ɔ́
5104	leaf (of plant)	Jamsay_Douentza	kúrɔ́	k ú r ɔ́
5105	leaf (of plant)	Mombo	kúbɛ̀	k ú b ɛ̀
5106	leaf (of plant)	Najamba	kòmbá	k ò m b á
5107	leaf (of plant)	Najamba	kòmbáŋgó	k ò m b á ŋ ɡ ó
5108	leaf (of plant)	Nanga	úwâ	ú w â
5109	leaf (of plant)	Penange	kɔ̀bɛ̀	k ɔ̀ b ɛ̀
5110	leaf (of plant)	Perge_Tegu	kúrɔ́	k ú r ɔ́
5111	leaf (of plant)	Sangha_So	líjɛ́	l í dʒ ɛ́
5112	leaf (of plant)	Tebul_Ure	kúlá	k ú l á
5113	leaf (of plant)	Tiranige	kómbá	k ó m b á
5114	leaf (of plant)	Togo_Kan	kúrɔ́	k ú r ɔ́
5115	leaf (of plant)	Tommo_So	núyɔ́	n ú j ɔ́
5116	leaf (of plant)	Tomo_Kan_Segue	kɔ̀w	k ɔ̀ w
5117	leaf (of plant)	Toro_Tegu	kɔ̀tɔ́	k ɔ̀ t ɔ́
5118	leaf (of plant)	Yanda_Dom	kùlà	k ù l à
5119	leaf (of plant)	Yorno_So	lɛ̂:	l ɛ̂ː
5120	leaf (of plant)	Donno_So	núŋɔ̀	n ú ŋ ɔ̀
5121	left (hand, etc.)	Bangime	bárà	b á r à
5122	left (hand, etc.)	Bankan_Tey	bàndǎy	b à n d ǎ j
5123	left (hand, etc.)	Ben_Tey	bànǎyⁿ	b à n ǎ j̃
5124	left (hand, etc.)	Bunoge	nùmàgá	n ù m à ɡ á
5125	left (hand, etc.)	Dogul_Dom	nàndáŋ	n à n d á ŋ
5126	left (hand, etc.)	Gourou	bàná	b à n á
5127	left (hand, etc.)	Jamsay_Douentza	bàná	b à n á
5128	left (hand, etc.)	Mombo	ná:gà	n áː ɡ à
5129	left (hand, etc.)	Najamba	nàndǎ:	n à n d ǎː
5130	left (hand, etc.)	Najamba	nàndɛ̌:	n à n d ɛ̌ː
5131	left (hand, etc.)	Nanga	bàrìyɛ́	b à r ì j ɛ́
5132	left (hand, etc.)	Penange	nwá:gá	n w áː ɡ á
5133	left (hand, etc.)	Perge_Tegu	bàlá	b à l á
5134	left (hand, etc.)	Sangha_So	nàná	n à n á
5135	left (hand, etc.)	Tebul_Ure	bàndá	b à n d á
5136	left (hand, etc.)	Tiranige	nɔ́:ndɔ́	n ɔ́ː n d ɔ́
5137	left (hand, etc.)	Togo_Kan	nàná	n à n á
5138	left (hand, etc.)	Tommo_So	nààndá	n àː n d á
5139	left (hand, etc.)	Toro_Tegu	bàrⁿíyⁿà	b à r̃ í j̃ à
5140	left (hand, etc.)	Yanda_Dom	nàndà	n à n d à
5141	left (hand, etc.)	Yorno_So	bàlàgá	b à l à ɡ á
5142	left (hand, etc.)	Yorno_So	nàná	n à n á
5143	left (hand, etc.)	Donno_So	nà:ndá	n àː n d á
5144	leg	Ampari	sò:	s òː
5145	leg	Bangime	bʷéɛ̀	bʷ é ɛ̀
5146	leg	Bangime	bʷèɛ̀	bʷ è ɛ̀
5147	leg	Bankan_Tey	ǹdɔ̀sɔ̂:	ǹ d ɔ̀ s ɔ̂ː
5148	leg	Ben_Tey	lɔ̀sɔ̂:	l ɔ̀ s ɔ̂ː
5149	leg	Bunoge	sè	s è
5150	leg	Dogul_Dom	náágù	n áː ɡ ù
5151	leg	Gourou	kúwⁿ́	k ú w̃́
5152	leg	Jamsay_Douentza	kɔ́:	k ɔ́ː
5153	leg	Jamsay_Mondoro	kɔ́:	k ɔ́ː
5154	leg	Mombo	sí:	s íː
5155	leg	Najamba	nǎ:	n ǎː
5156	leg	Najamba	nà:gó	n àː ɡ ó
5157	leg	Nanga	lɔ̀sɔ̂	l ɔ̀ s ɔ̂
5158	leg	Penange	sígé	s í ɡ é
5159	leg	Perge_Tegu	kúwɔ́	k ú w ɔ́
5160	leg	Sangha_So	kúbɔ́	k ú b ɔ́
5161	leg	Sangha_So	kùbɔ̀ sáá	k ù b ɔ̀ # s áː
5162	leg	Tebul_Ure	lǎ:	l ǎː
5163	leg	Tiranige	tònjè	t ò n dʒ è
5164	leg	Togo_Kan	kúwɔ́	k ú w ɔ́
5165	leg	Togo_Kan	pàgá	p à ɡ á
5166	leg	Tommo_So	ánú	á n ú
5167	leg	Tomo_Kan_Diangassagou	kùbá	k ù b á
5168	leg	Tomo_Kan_Diangassagou	kùbàtàgà	k ù b à t à ɡ à
5169	leg	Tomo_Kan_Segue	kùbá	k ù b á
5170	leg	Tomo_Kan_Segue	kùbàcàndà	k ù b à tʃ à n d à
5171	leg	Toro_Tegu	kúwɔ́	k ú w ɔ́
5172	leg	Toro_Tegu	kùwɔ̀tɔ́	k ù w ɔ̀ t ɔ́
5173	leg	Yanda_Dom	nà:	n àː
5174	leg	Yorno_So	kúbɔ́	k ú b ɔ́
5175	leg	Donno_So	kúbɔ̀	k ú b ɔ̀
5176	leg	Donno_So	ánù	á n ù
5177	lie down, go to bed	Ampari	bíyò	b í j ò
5178	lie down, go to bed	Bankan_Tey	bìyé	b ì j é
5179	lie down, go to bed	Ben_Tey	bìyé	b ì j é
5180	lie down, go to bed	Bunoge	bí:yè	b íː j è
5181	lie down, go to bed	Gourou	ìsé	ì s é
5182	lie down, go to bed	Jamsay_Douentza	ìɲé	ì ɲ é
5183	lie down, go to bed	Jamsay_Mondoro	ìɲé	ì ɲ é
5184	lie down, go to bed	Mombo	bí:yè	b íː j è
5185	lie down, go to bed	Najamba	bǐy	b ǐ j
5186	lie down, go to bed	Najamba	bìyè	b ì j è
5187	lie down, go to bed	Nanga	bìyé	b ì j é
5188	lie down, go to bed	Penange	bíyé	b í j é
5189	lie down, go to bed	Perge_Tegu	ìnjé	ì n dʒ é
5190	lie down, go to bed	Tebul_Ure	bě	b ě
5191	lie down, go to bed	Tiranige	bíyó	b í j ó
5192	lie down, go to bed	Togo_Kan	ìmɛ́:	ì m ɛ́ː
5193	lie down, go to bed	Togo_Kan	ìmú ìmî:	ì m ú # ì m îː
5194	lie down, go to bed	Tommo_So	ǹjó ǹjíyó	ǹ dʒ ó # ǹ dʒ í j ó
5195	lie down, go to bed	Tomo_Kan_Segue	mí:	m íː
5196	lie down, go to bed	Tomo_Kan_Segue	myɛ́ⁿ	m j ɛ̃́
5197	lie down, go to bed	Toro_Tegu	ìsé	ì s é
5198	lie down, go to bed	Toro_Tegu	ìsú	ì s ú
5199	lie down, go to bed	Yanda_Dom	bìyèlí	b ì j è l í
5200	lie down, go to bed	Yanda_Dom	bìyó	b ì j ó
5201	lie down, go to bed	Yorno_So	dǐ:ⁿ	d ĩ̌ː
5202	lie down, go to bed	Dogul_Dom	bìy-yé	b ì j j é
5203	lie down, go to bed	Donno_So	ùnj-é:-	ù n dʒ éː
5204	lie down, go to bed	Donno_So	únj-ì-ỳ	ú n dʒ ì j̀
5205	like, similar to	Ampari	pìní	p ì n í
5206	like, similar to	Bankan_Tey	gâyⁿ	ɡ â j̃
5207	like, similar to	Ben_Tey	gâyⁿ	ɡ â j̃
5208	like, similar to	Dogul_Dom	yaaŋ	j a a ŋ
5209	like, similar to	Gourou	gín	ɡ í n
5210	like, similar to	Jamsay_Douentza	jín	dʒ í n
5211	like, similar to	Jamsay_Mondoro	jín	dʒ í n
5212	like, similar to	Mombo	pímá kání	p í m á # k á n í
5213	like, similar to	Najamba	dân	d â n
5214	like, similar to	Nanga	mayⁿ	m a j̃
5215	like, similar to	Penange	pínà:	p í n àː
5216	like, similar to	Penange	pínì:	p í n ìː
5217	like, similar to	Perge_Tegu	gà	ɡ à
5218	like, similar to	Tiranige	tɔ̀rɔ́	t ɔ̀ r ɔ́
5219	like, similar to	Togo_Kan	gí:ⁿ	ɡ ĩ́ː
5220	like, similar to	Tommo_So	géní	ɡ é n í
5221	like, similar to	Toro_Tegu	kâyⁿ	k â j̃
5222	like, similar to	Toro_Tegu	sàlá sì kàyⁿ	s à l á # s ì # k à j̃
5223	like, similar to	Toro_Tegu	sì kàyⁿ	s ì # k à j̃
5224	like, similar to	Yanda_Dom	yɛ̀ŋ	j ɛ̀ ŋ
5225	like, similar to	Yorno_So	gín	ɡ í n
5226	like, similar to	Yorno_So	ŋín	ŋ í n
5227	like, similar to	Donno_So	gìnɛ̀	ɡ ì n ɛ̀
5228	liver	Ampari	kèndà	k è n d à
5229	liver	Bangime	kúrì kìŋɡɛ́	k ú r ì # k ì ŋ ɡ ɛ́
5230	liver	Bankan_Tey	kɛ́ndɛ̀	k ɛ́ n d ɛ̀
5231	liver	Ben_Tey	kɛ́lɛ̀	k ɛ́ l ɛ̀
5232	liver	Ben_Tey	cɛ́lɛ̀	tʃ ɛ́ l ɛ̀
5233	liver	Bunoge	kìndà	k ì n d à
5234	liver	Dogul_Dom	kíndà	k í n d à
5235	liver	Gourou	kɛ́nɛ̀	k ɛ́ n ɛ̀
5236	liver	Jamsay_Douentza	cɛ́nɛ̀	tʃ ɛ́ n ɛ̀
5237	liver	Jamsay_Mondoro	cɛ́nɛ̀	tʃ ɛ́ n ɛ̀
5238	liver	Mombo	kíndá	k í n d á
5239	liver	Najamba	kéndà:	k é n d àː
5240	liver	Najamba	kɛ́ndɛ̀:	k ɛ́ n d ɛ̀ː
5241	liver	Nanga	kɛ́ndɛ̀	k ɛ́ n d ɛ̀
5242	liver	Penange	kìndà	k ì n d à
5243	liver	Perge_Tegu	kɛ́lɛ̀	k ɛ́ l ɛ̀
5244	liver	Sangha_So	kíné	k í n é
5245	liver	Sangha_So	kɪ́nɛ́	k ɪ́ n ɛ́
5246	liver	Tebul_Ure	kɛ́ndɛ́	k ɛ́ n d ɛ́
5247	liver	Tiranige	cìndà	tʃ ì n d à
5248	liver	Togo_Kan	kɛ́nɛ́	k ɛ́ n ɛ́
5249	liver	Tommo_So	kíndɛ́	k í n d ɛ́
5250	liver	Tomo_Kan_Diangassagou	cándálá	tʃ á n d á l á
5251	liver	Tomo_Kan_Segue	cándálá	tʃ á n d á l á
5252	liver	Toro_Tegu	cɛ́lá	tʃ ɛ́ l á
5253	liver	Yanda_Dom	cíndá	tʃ í n d á
5254	liver	Yorno_So	kínɛ́	k í n ɛ́
5255	liver	Donno_So	kìndɛ̀ gɛ̂ŋ	k ì n d ɛ̀ # ɡ ɛ̂ ŋ
5256	living, alive	Bangime	bór̃ɔ̀	b ó r̃ ɔ̀
5257	living, alive	Bankan_Tey	úmá	ú m á
5258	living, alive	Bankan_Tey	úmám	ú m á m
5259	living, alive	Ben_Tey	úwⁿɔ́	ú w̃ ɔ́
5260	living, alive	Ben_Tey	úwⁿɔ́m	ú w̃ ɔ́ m
5261	living, alive	Dogul_Dom	ʔḿò	ʔ ḿ ò
5262	living, alive	Jamsay_Douentza	ɲéyⁿ	ɲ é j̃
5263	living, alive	Mombo	málá	m á l á
5264	living, alive	Najamba	kìnjàngá:	k ì n dʒ à n ɡ áː
5265	living, alive	Najamba	kìnjàngɛ́:	k ì n dʒ à n ɡ ɛ́ː
5266	living, alive	Nanga	úmá	ú m á
5267	living, alive	Penange	málá	m á l á
5268	living, alive	Perge_Tegu	núm	n ú m
5269	living, alive	Perge_Tegu	ɲémnú	ɲ é m n ú
5270	living, alive	Sangha_So	ìnɛ̀ kírⁿú lé yàrá	ì n ɛ̀ # k í r̃ ú # l é # j à r á
5271	living, alive	Sangha_So	ìnɛ̀ ɔ́wⁿɔ́	ì n ɛ̀ # ɔ́ w̃ ɔ́
5272	living, alive	Sangha_So	kírⁿú lé sɛ́ɛ́wù ìyárá	k í r̃ ú # l é # s ɛ́ː w ù # ì j á r á
5273	living, alive	Tebul_Ure	ɔ́mɔ̀mbɔ̀	ɔ́ m ɔ̀ m b ɔ̀
5274	living, alive	Tebul_Ure	ɔ́mɔ̀:	ɔ́ m ɔ̀ː
5275	living, alive	Togo_Kan	ɲɛ́ɲɛ́rⁿɛ́	ɲ ɛ́ ɲ ɛ́ r̃ ɛ́
5276	living, alive	Tommo_So	kínú le yɔ̂	k í n ú # l e # j ɔ̂
5277	living, alive	Toro_Tegu	bǎyⁿ dà ŋ́	b ǎ j̃ # d à # ŋ́
5278	living, alive	Toro_Tegu	yⁿéyⁿ	j̃ é j̃
5279	living, alive	Yorno_So	ɔ́:ⁿ	ɔ̃́ː
5280	long (e.g. rope)	Ampari	mwɛ̀:ⁿ	m w ɛ̃̀ː
5281	long (e.g. rope)	Bangime	béndɛ̀	b é n d ɛ̀
5282	long (e.g. rope)	Bankan_Tey	gùrⁿǎwⁿ	ɡ ù r̃ ǎ w̃
5283	long (e.g. rope)	Ben_Tey	gùrɔ̂w	ɡ ù r ɔ̂ w
5284	long (e.g. rope)	Bunoge	gòlò	ɡ ò l ò
5285	long (e.g. rope)	Gourou	gùrú	ɡ ù r ú
5286	long (e.g. rope)	Jamsay_Douentza	gùrú	ɡ ù r ú
5287	long (e.g. rope)	Jamsay_Mondoro	gùrú	ɡ ù r ú
5288	long (e.g. rope)	Mombo	góllò	ɡ ó l l ò
5289	long (e.g. rope)	Najamba	jàláŋgó	dʒ à l á ŋ ɡ ó
5290	long (e.g. rope)	Najamba	jàlɛ́:	dʒ à l ɛ́ː
5291	long (e.g. rope)	Nanga	gùrɔ́	ɡ ù r ɔ́
5292	long (e.g. rope)	Penange	gòlò	ɡ ò l ò
5293	long (e.g. rope)	Perge_Tegu	gùrú	ɡ ù r ú
5294	long (e.g. rope)	Tebul_Ure	pâ:	p âː
5295	long (e.g. rope)	Tebul_Ure	pâ:mbɔ̀	p âː m b ɔ̀
5296	long (e.g. rope)	Tebul_Ure	pâ:ŋgɔ̀	p âː ŋ ɡ ɔ̀
5297	long (e.g. rope)	Tiranige	yálá	j á l á
5298	long (e.g. rope)	Togo_Kan	gùrú	ɡ ù r ú
5299	long (e.g. rope)	Tommo_So	pàlá	p à l á
5300	long (e.g. rope)	Toro_Tegu	gùrú	ɡ ù r ú
5301	long (e.g. rope)	Yanda_Dom	zàlà	z à l à
5302	long (e.g. rope)	Yorno_So	pàlá	p à l á
5303	long (e.g. rope)	Dogul_Dom	jàlǎ-ŋ	dʒ à l ǎ ŋ
5304	long (e.g. rope)	Donno_So	pàlá	p à l á
5305	make (wage) war, fight a war	Bangime	kórè	k ó r è
5306	make (wage) war, fight a war	Bangime	kóré ɲààná	k ó r é # ɲ àː n á
5307	make (wage) war, fight a war	Bankan_Tey	kɔ̀mbɔ́ tá	k ɔ̀ m b ɔ́ # t á
5308	make (wage) war, fight a war	Ben_Tey	kɔ̀mbɔ́ tá	k ɔ̀ m b ɔ́ # t á
5309	make (wage) war, fight a war	Bunoge	kûy tá:yè	k û j # t áː j è
5310	make (wage) war, fight a war	Jamsay_Douentza	kɔ̀mɔ́ tá:ⁿ	k ɔ̀ m ɔ́ # t ã́ː
5311	make (wage) war, fight a war	Mombo	jáwⁿyⁿè	dʒ á w̃ j̃ è
5312	make (wage) war, fight a war	Mombo	jó:ⁿ jáwⁿyⁿè	dʒ ṍː # dʒ á w̃ j̃ è
5313	make (wage) war, fight a war	Najamba	kɔ̀mbɛ́ tɛ́:	k ɔ̀ m b ɛ́ # t ɛ́ː
5314	make (wage) war, fight a war	Najamba	tɛ̀:	t ɛ̀ː
5315	make (wage) war, fight a war	Nanga	kɔ̀mbɔ́ tá:	k ɔ̀ m b ɔ́ # t áː
5316	make (wage) war, fight a war	Penange	kùyⁿ táyé	k ù j̃ # t á j é
5317	make (wage) war, fight a war	Perge_Tegu	kɔ̀mbɔ́ tá:	k ɔ̀ m b ɔ́ # t áː
5318	make (wage) war, fight a war	Tebul_Ure	zégé zèjí	z é ɡ é # z è dʒ í
5319	make (wage) war, fight a war	Tiranige	yàŋù yáŋíyó	j à ŋ ù # j á ŋ í j ó
5320	make (wage) war, fight a war	Togo_Kan	kɔ̀mɔ́ tá:	k ɔ̀ m ɔ́ # t áː
5321	make (wage) war, fight a war	Tommo_So	kɔ̀mbɔ́ táá	k ɔ̀ m b ɔ́ # t áː
5322	make (wage) war, fight a war	Toro_Tegu	kɔ́mɔ́	k ɔ́ m ɔ́
5323	make (wage) war, fight a war	Toro_Tegu	kɔ̀mɔ́ kɔ́m	k ɔ̀ m ɔ́ # k ɔ́ m
5324	make (wage) war, fight a war	Yanda_Dom	kɔ̀mbɔ̀ tá:	k ɔ̀ m b ɔ̀ # t áː
5325	make (wage) war, fight a war	Yanda_Dom	tá:lì	t áː l ì
5326	make (wage) war, fight a war	Yorno_So	kɔ̀mɔ́ tá:	k ɔ̀ m ɔ́ # t áː
5327	make (wage) war, fight a war	Dogul_Dom	kɔ̀mbɔ́ táyè	k ɔ̀ m b ɔ́ # t á j è
5328	make (wage) war, fight a war	Donno_So	kɔ̀mbɔ́ tâ:	k ɔ̀ m b ɔ́ # t âː
5329	man, male person	Ampari	ìndá nàrà	ì n d á # n à r à
5330	man, male person	Ampari	nàrá	n à r á
5331	man, male person	Bangime	ɡʷɔ̀ⁿ	ɡʷ ɔ̃̀
5332	man, male person	Bankan_Tey	árⁿà	á r̃ à
5333	man, male person	Bankan_Tey	árⁿàm	á r̃ à m
