ID,CONCEPT,DOCULECT,COUNTERPART
5367,"man, male person",Yorno_So,áynɛ́
5368,"man, male person",Yorno_So,árⁿúm
5369,"man, male person",Donno_So,án-ná
5370,"man, male person",Donno_So,ànǎ-ŋ
5371,"manner, way",Bankan_Tey,nâ:
5372,"manner, way",Ben_Tey,dǎyⁿ
5373,"manner, way",Bunoge,bànà
5374,"manner, way",Jamsay_Douentza,děyⁿ
5375,"manner, way",Jamsay_Douentza,dǐ:ⁿ
5376,"manner, way",Jamsay_Mondoro,dǐ:ⁿ
5377,"manner, way",Mombo,mánámánà
5378,"manner, way",Najamba,àlgádrà
5379,"manner, way",Najamba,bíŋgán
5380,"manner, way",Nanga,dǎyⁿ
5381,"manner, way",Penange,bànà
5382,"manner, way",Perge_Tegu,dálérì
5383,"manner, way",Perge_Tegu,dálérù
5384,"manner, way",Sangha_So,àŋěj
5385,"manner, way",Tiranige,bání
5386,"manner, way",Togo_Kan,bàŋú
5387,"manner, way",Tommo_So,àŋǎy
5388,"manner, way",Tommo_So,báánáá
5389,"manner, way",Tommo_So,bíígé
5390,"manner, way",Yanda_Dom,àŋǎy
5391,"manner, way",Yanda_Dom,gìdè
5392,"manner, way",Yorno_So,àŋǎyⁿ
5393,"manner, way",Yorno_So,dàŋǎyⁿ
5394,"manner, way",Donno_So,sógònjì
5395,"many, numerous",Ampari,jǒ
5396,"many, numerous",Bankan_Tey,báyⁿ
5397,"many, numerous",Ben_Tey,ba᷈yⁿ
5398,"many, numerous",Ben_Tey,jó
5399,"many, numerous",Bunoge,tɛ̀:bú
5400,"many, numerous",Gourou,zó:
5401,"many, numerous",Jamsay_Douentza,jó:
5402,"many, numerous",Mombo,bâyⁿ
5403,"many, numerous",Mombo,jwá:
5404,"many, numerous",Najamba,ségín
5405,"many, numerous",Nanga,jó:
5406,"many, numerous",Nanga,ɔ̀wɔ́
5407,"many, numerous",Penange,jwá
5408,"many, numerous",Perge_Tegu,jó:
5409,"many, numerous",Sangha_So,lùgó
5410,"many, numerous",Tebul_Ure,mɛ̀m
5411,"many, numerous",Tiranige,kùnú
5412,"many, numerous",Togo_Kan,jó
5413,"many, numerous",Tommo_So,jóóni wɔ̀
5414,"many, numerous",Tommo_So,kálé sɛ̀lɛ́
5415,"many, numerous",Toro_Tegu,mútú
5416,"many, numerous",Yanda_Dom,sègíⁿ
5417,"many, numerous",Yanda_Dom,ségú
5418,"many, numerous",Yorno_So,jìjǒ: gɔ́
5419,"many, numerous",Yorno_So,jó
5420,"many, numerous",Dogul_Dom,káybòn
5421,"many, numerous",Dogul_Dom,kúrɔ̀:
5422,"many, numerous",Donno_So,gǎ:w
5423,"many, numerous",Donno_So,sámì
5424,meat,Ampari,nàmá
5425,meat,Bangime,n ŋǎẁ
5426,meat,Bankan_Tey,nàmâ:
5427,meat,Ben_Tey,nàwⁿâ:
5428,meat,Bunoge,námà
5429,meat,Dogul_Dom,nàmáá
5430,meat,Gourou,nɔ̀wⁿɔ́
5431,meat,Jamsay_Douentza,nɔ̀wⁿɔ́
5432,meat,Jamsay_Mondoro,nɔ̀wⁿɔ́
5433,meat,Mombo,námà
5434,meat,Najamba,nàmâ:
5435,meat,Najamba,nàmɛ̂:
5436,meat,Nanga,nàmâ
5437,meat,Penange,nàmà
5438,meat,Perge_Tegu,nàwⁿá
5439,meat,Sangha_So,nàwⁿá
5440,meat,Tebul_Ure,nàmá
5441,meat,Tiranige,námá
5442,meat,Togo_Kan,nɔ̀wⁿɔ́
5443,meat,Tommo_So,nàmá
5444,meat,Tomo_Kan_Segue,nàmà
5445,meat,Toro_Tegu,nàwⁿá
5446,meat,Yanda_Dom,nàmà
5447,meat,Yorno_So,nàwⁿá
5448,meat,Donno_So,nàmá
5449,millet,Bangime,dɛ̌mɛ̀
5450,millet,Bankan_Tey,yû:
5451,millet,Ben_Tey,yû:
5452,millet,Bunoge,sé:ŋgè
5453,millet,Dogul_Dom,sìyɛ́
5454,millet,Gourou,ɲú:
5455,millet,Gourou,ɲù: pírú
5456,millet,Jamsay_Douentza,ɲú:
5457,millet,Jamsay_Mondoro,ɲú:
5458,millet,Mombo,sé:ŋgè
5459,millet,Najamba,yógé
5460,millet,Najamba,yóŋgó
5461,millet,Nanga,yû:
5462,millet,Penange,sè:ŋgè
5463,millet,Perge_Tegu,yú:
5464,millet,Sangha_So,jùú
5465,millet,Tebul_Ure,yɔ́
5466,millet,Tiranige,yò:gè
5467,millet,Togo_Kan,ɲú:
5468,millet,Tommo_So,yúú
5469,millet,Tomo_Kan_Segue,ʔínjá
5470,millet,Toro_Tegu,yú
5471,millet,Yanda_Dom,yú:
5472,millet,Yorno_So,yǔ:
5473,millet,Donno_So,yû:
5474,moon,Ampari,wɛ̂:
5475,moon,Bangime,ɥìɛ́
5476,moon,Bankan_Tey,wǎ:
5477,moon,Ben_Tey,ùwɔ́
5478,moon,Bunoge,yá:sìmà
5479,moon,Dogul_Dom,wɔ́ɔ́gù
5480,moon,Gourou,ɛ̌:
5481,moon,Jamsay_Douentza,ɛ̌:
5482,moon,Jamsay_Mondoro,ɛ̌:
5483,moon,Mombo,wɛ̂:
5484,moon,Najamba,sà:gé
5485,moon,Najamba,sà:gúmbó
5486,moon,Nanga,wǎ:
5487,moon,Penange,wɛ̀:
5488,moon,Perge_Tegu,ɛ̌:
5489,moon,Sangha_So,ìjèpírú
5490,moon,Tebul_Ure,swǎ:
5491,moon,Tiranige,éŋání
5492,moon,Togo_Kan,ɔ̌:
5493,moon,Tommo_So,ììyɛ́
5494,moon,Toro_Tegu,ìwá
5495,moon,Yanda_Dom,swà:
5496,moon,Yorno_So,yě:
5497,moon,Yorno_So,yè: píl
5498,moon,Donno_So,ùgɔ́
5499,mother,Bangime,n níjà
5500,mother,Bangime,n ɲáà
5501,mother,Bankan_Tey,nàrⁿá
5502,mother,Bankan_Tey,nàrⁿǎm
5503,mother,Ben_Tey,nàrⁿá
5504,mother,Bunoge,nìnì
5505,mother,Dogul_Dom,dààrá
5506,mother,Gourou,nǎ:
5507,mother,Jamsay_Douentza,nǎ:
5508,mother,Jamsay_Mondoro,nǎ:
5509,mother,Mombo,ní:
5510,mother,Najamba,nǐ:
5511,mother,Najamba,nì:mbó
5512,mother,Nanga,dě:
5513,mother,Penange,nì:
5514,mother,Perge_Tegu,nǎ:
5515,mother,Sangha_So,náá
5516,mother,Tebul_Ure,nàrⁿá
5517,mother,Tiranige,nɛ̀nɛ̀
5518,mother,Togo_Kan,ìnǎ:
5519,mother,Tommo_So,nnáá
5520,mother,Toro_Tegu,ná
5521,mother,Yanda_Dom,nì:
5522,mother,Yorno_So,ná:
5523,mother,Donno_So,nǎ:
5524,"mountain, tall inselberg",Bankan_Tey,náyⁿ
5525,"mountain, tall inselberg",Ben_Tey,náyⁿ
5526,"mountain, tall inselberg",Bunoge,sóŋgò
5527,"mountain, tall inselberg",Dogul_Dom,pɛ̀gɔ́ɔ̀
5528,"mountain, tall inselberg",Jamsay_Douentza,náyⁿ
5529,"mountain, tall inselberg",Jamsay_Douentza,tɔ̀rɔ̀náyⁿ
5530,"mountain, tall inselberg",Najamba,kóŋgé:
5531,"mountain, tall inselberg",Najamba,kóŋgó:
5532,"mountain, tall inselberg",Nanga,náyⁿ
5533,"mountain, tall inselberg",Nanga,tɔ́rɔ̂
5534,"mountain, tall inselberg",Penange,sɔ́ŋgɔ́
5535,"mountain, tall inselberg",Perge_Tegu,tɔ́rɔ́
5536,"mountain, tall inselberg",Sangha_So,kòkóó
5537,"mountain, tall inselberg",Tebul_Ure,dàbá
5538,"mountain, tall inselberg",Tiranige,cé:mbè
5539,"mountain, tall inselberg",Togo_Kan,tùwó
5540,"mountain, tall inselberg",Tommo_So,pɛ̀gɛ́lɛ́
5541,"mountain, tall inselberg",Yorno_So,kùkô:
5542,"mountain, tall inselberg",Donno_So,pɛ̀gɛ̀lɛ̌ŋ
5543,mouth,Ampari,ìmbí
5544,mouth,Bangime,nɔ́ẁ
5545,mouth,Bankan_Tey,mbǔ:
5546,mouth,Ben_Tey,m̀bǒ:
5547,mouth,Ben_Tey,mǒ:
5548,mouth,Bunoge,tònì
5549,mouth,Dogul_Dom,kɛ́nnù
5550,mouth,Gourou,ká:
5551,mouth,Jamsay_Douentza,ká:
5552,mouth,Mombo,dónì
5553,mouth,Najamba,ìbí
5554,mouth,Najamba,ìbíŋgé
5555,mouth,Nanga,nɔ̌:
5556,mouth,Penange,dòn
5557,mouth,Perge_Tegu,ká:
5558,mouth,Sangha_So,áŋá
5559,mouth,Sangha_So,kɛ̀nɛ́
5560,mouth,Tebul_Ure,m̀bùgɔ́
5561,mouth,Tiranige,ɔ̀mɔ̀
5562,mouth,Togo_Kan,káⁿ
5563,mouth,Tommo_So,áŋá
5564,mouth,Tommo_So,kɛ̀nnɛ́
5565,mouth,Tomo_Kan_Diangassagou,ká:ⁿ
5566,mouth,Tomo_Kan_Segue,ká:ⁿ
5567,mouth,Toro_Tegu,ká
5568,mouth,Yanda_Dom,m̀bò
5569,mouth,Yanda_Dom,cɛ́nɛ́
5570,mouth,Yorno_So,áŋá
5571,mouth,Yorno_So,kɛ̀nɛ́
5572,mouth,Donno_So,kɛ̀nnɛ́
5573,much (e.g. sugar),Bangime,péérɛ̄
5574,much (e.g. sugar),Bankan_Tey,báyⁿ
5575,much (e.g. sugar),Ben_Tey,ba᷈yⁿ
5576,much (e.g. sugar),Ben_Tey,jó
5577,much (e.g. sugar),Ben_Tey,jó:
5578,much (e.g. sugar),Jamsay_Douentza,jó:
5579,much (e.g. sugar),Jamsay_Douentza,ɛ̀jíⁿ
5580,much (e.g. sugar),Jamsay_Mondoro,bòŋó
5581,much (e.g. sugar),Mombo,bá:
5582,much (e.g. sugar),Najamba,ígòndí
5583,much (e.g. sugar),Najamba,ségín
5584,much (e.g. sugar),Nanga,jó
5585,much (e.g. sugar),Nanga,ɛ̀sí
5586,much (e.g. sugar),Perge_Tegu,jó:∴
5587,much (e.g. sugar),Sangha_So,gááj
5588,much (e.g. sugar),Tiranige,kùnú
5589,much (e.g. sugar),Togo_Kan,jó
5590,much (e.g. sugar),Tommo_So,jóóni
5591,much (e.g. sugar),Toro_Tegu,mútú
5592,much (e.g. sugar),Yanda_Dom,dìyá gá
5593,much (e.g. sugar),Yanda_Dom,táyⁿ
5594,much (e.g. sugar),Yorno_So,gìgǎ: gɔ̀
5595,much (e.g. sugar),Donno_So,gǎ:w
5596,much (e.g. sugar),Donno_So,sámì
5597,"narrow (passageway, road)",Bangime,kámbàrà
5598,"narrow (passageway, road)",Bankan_Tey,pɛ̀ŋgú
5599,"narrow (passageway, road)",Ben_Tey,pɛ̀ngûw
5600,"narrow (passageway, road)",Bunoge,pɛ̀ŋgɛ̀
5601,"narrow (passageway, road)",Jamsay_Douentza,ɛ̌m
5602,"narrow (passageway, road)",Jamsay_Mondoro,ɛ̌m
5603,"narrow (passageway, road)",Mombo,pémbù
5604,"narrow (passageway, road)",Najamba,pɛ̀mbíyè
5605,"narrow (passageway, road)",Nanga,ɛ̀mbí
5606,"narrow (passageway, road)",Nanga,péŋî
5607,"narrow (passageway, road)",Penange,pɛ̀ŋgɛ̀
5608,"narrow (passageway, road)",Perge_Tegu,ɛ̀mbú
5609,"narrow (passageway, road)",Tiranige,wéníwè
5610,"narrow (passageway, road)",Togo_Kan,dègé
5611,"narrow (passageway, road)",Tommo_So,ɛ̀mmú
5612,"narrow (passageway, road)",Toro_Tegu,cɛ̌m
5613,"narrow (passageway, road)",Yanda_Dom,ɛ̀mù
5614,"narrow (passageway, road)",Yorno_So,ɛ̀mí:
5615,"narrow (passageway, road)",Yorno_So,ɛ̀mú
5616,"narrow (passageway, road)",Tebul_Ure,ɛ̀mbɛ̌:
5617,"narrow (passageway, road)",Tebul_Ure,ɛ̀mbù-gɔ́
5618,"narrow (passageway, road)",Donno_So,èmmú
5619,navel,Bangime,bóŋɡɔ́rò
5620,navel,Bangime,bɔ́ŋwíɛ̀
5621,navel,Bankan_Tey,kón
5622,navel,Ben_Tey,bɔ̀ŋgɔ́
5623,navel,Bunoge,bɔ́ŋgɛ́lɛ̀
5624,navel,Dogul_Dom,bɔ́ŋgɔ̀
5625,navel,Gourou,kón
5626,navel,Jamsay_Douentza,kón
5627,navel,Jamsay_Mondoro,kón
5628,navel,Mombo,bòŋgèlé
5629,navel,Najamba,bɔ́ŋgɛ̀:
5630,navel,Najamba,bɔ́ŋgɔ̀:
5631,navel,Nanga,bɔ̀ŋgɔ́
5632,navel,Penange,bɔ̀ŋgɔ̀
5633,navel,Perge_Tegu,bɔ̀ŋgɔ́
5634,navel,Sangha_So,bɔ̀gíí
5635,navel,Tebul_Ure,bɔ̀ŋgɔ́
5636,navel,Tiranige,bɔ̀ŋgùlɔ̀
5637,navel,Togo_Kan,bɔ̀gú
5638,navel,Tommo_So,bɔ̀ŋgɔ̀ý
5639,navel,Tomo_Kan_Diangassagou,bɔ̀gí:ⁿ
5640,navel,Tomo_Kan_Segue,kù:kwɛ̀ʔɛ̀ⁿ
5641,navel,Toro_Tegu,kórú
5642,navel,Yanda_Dom,bɔ̀ŋɔ̀
5643,navel,Yorno_So,bɔ̀gìý
5644,navel,Donno_So,bɔ̀ŋg-î:
5645,"near, close",Ampari,ìŋgà
5646,"near, close",Bangime,kɛ́rɛ́
5647,"near, close",Bankan_Tey,cér wò
5648,"near, close",Bankan_Tey,cérì wò
5649,"near, close",Ben_Tey,sɔ̀súyɛ̀
5650,"near, close",Ben_Tey,sɔ̀sûm
5651,"near, close",Ben_Tey,sɔ̀sûw
5652,"near, close",Bunoge,tɔ́:ⁿtɔ́:ⁿ bò
5653,"near, close",Dogul_Dom,bɛ̀rɛ́g
5654,"near, close",Gourou,é:ŋí: kɔ̀
5655,"near, close",Gourou,ɛ́:ŋí
5656,"near, close",Jamsay_Douentza,é:ŋ
5657,"near, close",Jamsay_Mondoro,é:ŋ
5658,"near, close",Mombo,bɛ́rù
5659,"near, close",Mombo,péŋgú
5660,"near, close",Najamba,dǔmgè
5661,"near, close",Najamba,dùmíyè
5662,"near, close",Nanga,bɛ̀rí
5663,"near, close",Penange,jámá
5664,"near, close",Perge_Tegu,bɛ̀rú
5665,"near, close",Sangha_So,bɛ̀rí wɔ́
5666,"near, close",Sangha_So,wàgé lá
5667,"near, close",Tebul_Ure,bɛ̀rɛ́:
5668,"near, close",Tebul_Ure,bɛ̀rgɔ́
5669,"near, close",Tebul_Ure,bɛ̀rmbɔ́
5670,"near, close",Tiranige,bɛ́:rí
5671,"near, close",Togo_Kan,ɛ́:ŋú
5672,"near, close",Tommo_So,bɛ̀rúgó
5673,"near, close",Toro_Tegu,bɛ̀rú
5674,"near, close",Yanda_Dom,bɛ̀dú
5675,"near, close",Yorno_So,bɛ̀rú
5676,"near, close",Donno_So,bɛ̀rú
5677,"near, close",Donno_So,bɛ̀rǔ:
5678,neck,Ampari,pàdò
5679,neck,Bangime,kẃà
5680,neck,Bankan_Tey,kɔ̀rɔ́
5681,neck,Ben_Tey,kɔ̀rɔ́
5682,neck,Bunoge,kóláŋgè
5683,neck,Dogul_Dom,mɔ́ɔ́gù
5684,neck,Gourou,kɔ̀rɔ́
5685,neck,Jamsay_Douentza,kɔ̀rɔ́
5686,neck,Mombo,párù
5687,neck,Najamba,mɔ̌ɛ̀
5688,neck,Najamba,mɔ᷈:
5689,neck,Nanga,kɔ̀rɔ́
5690,neck,Penange,pàrò
5691,neck,Perge_Tegu,kɔ̀rɔ́
5692,neck,Sangha_So,kɔ̀kɔ́rɔ́
5693,neck,Tebul_Ure,kwǎ:
5694,neck,Tiranige,mɔ́:
5695,neck,Togo_Kan,kɔ̀rɔ́
5696,neck,Tommo_So,ɔ̀dɔ́
5697,neck,Tomo_Kan_Diangassagou,kɔ̀lɔ̀
5698,neck,Tomo_Kan_Segue,kɔ̀lɔ̀
5699,neck,Toro_Tegu,kɔ̀rɔ́
5700,neck,Yanda_Dom,kɔ̀lɔ̀
5701,neck,Yorno_So,kùkɔ̀lɔ́
5702,neck,Donno_So,kɔ̀lɔ̀-kɔ̀lɔ́
5703,new,Ampari,kà:ndà
5704,new,Bangime,káráá
5705,new,Bankan_Tey,kándà
5706,new,Ben_Tey,kálà
5707,new,Bunoge,kàndà
5708,new,Dogul_Dom,kásá
5709,new,Gourou,kàná
5710,new,Jamsay_Douentza,kàná
5711,new,Jamsay_Mondoro,kàná
5712,new,Mombo,kándá
5713,new,Najamba,kàndǎ:
5714,new,Najamba,kàndɛ̌:
5715,new,Nanga,kándà
5716,new,Penange,kàndà
5717,new,Perge_Tegu,kàlá
5718,new,Sangha_So,kàná
5719,new,Tebul_Ure,kàndá
5720,new,Tiranige,kándá
5721,new,Togo_Kan,kàná
5722,new,Tommo_So,kàndá
5723,new,Tomo_Kan_Diangassagou,kàndà
5724,new,Tomo_Kan_Segue,kàndà
5725,new,Toro_Tegu,kàlá
5726,new,Yanda_Dom,kàndà
5727,new,Yanda_Dom,mù
5728,new,Yorno_So,kàná
5729,new,Donno_So,kàndá
5730,night,Ampari,dó:ndó
5731,night,Bangime,ʒìjé
5732,night,Bankan_Tey,ɲân
5733,night,Ben_Tey,ɲárⁿù
5734,night,Bunoge,yà
5735,night,Dogul_Dom,yáágà
5736,night,Gourou,dà:ɣá
5737,night,Jamsay_Douentza,dà:ɣá
5738,night,Jamsay_Mondoro,dà:gá
5739,night,Mombo,dó:
5740,night,Najamba,ɲám
5741,night,Nanga,dɛ̀:ndɛ̂
5742,night,Penange,dógó
5743,night,Perge_Tegu,dɛ̀:gɛ́
5744,night,Sangha_So,dìgɛ́
5745,night,Sangha_So,jáŋá
5746,night,Tebul_Ure,dɛ̀ndɛ́
5747,night,Tiranige,yà:gù
5748,night,Togo_Kan,dà:gá
5749,night,Tommo_So,bàà dɛ̀nɛ́
5750,night,Tommo_So,dìgɛ́
5751,night,Tommo_So,yáŋá
5752,night,Tomo_Kan_Segue,dáʔà
5753,night,Tomo_Kan_Segue,ɲáŋgá
5754,night,Toro_Tegu,yⁿà:ŋá
5755,night,Yanda_Dom,dèndà:
5756,night,Yorno_So,dìgɛ́
5757,night,Donno_So,yáŋà
5758,nine,Ampari,tó:wá
5759,nine,Bankan_Tey,tè:súm
5760,nine,Ben_Tey,tè:sǐm
5761,nine,Bunoge,tó:wà
5762,nine,Dogul_Dom,tùùwɔ́
5763,nine,Gourou,lá:rúwà
5764,nine,Jamsay_Douentza,lá:rúwà
5765,nine,Mombo,tó:wà
5766,nine,Najamba,twây
5767,nine,Nanga,tè:sǐ:
5768,nine,Penange,gè tó:wà
5769,nine,Penange,tò:wà
5770,nine,Perge_Tegu,lá:rwà
5771,nine,Sangha_So,túwɔ́
5772,nine,Tebul_Ure,bà
5773,nine,Tiranige,tó:wá
5774,nine,Togo_Kan,tùwâ:
5775,nine,Tommo_So,túwwɔ́
5776,nine,Toro_Tegu,lá:rà
5777,nine,Yanda_Dom,yètwâ:
5778,nine,Yanda_Dom,twâ:
5779,nine,Yorno_So,tùwɔ́
5780,nine,Donno_So,tù:gɔ́
5781,nose,Ampari,kìnì
5782,nose,Bangime,sǔmbírí
5783,nose,Bankan_Tey,círⁿè
5784,nose,Ben_Tey,círⁿì
5785,nose,Bunoge,kìnà
5786,nose,Dogul_Dom,kìnjɔ́
5787,nose,Gourou,kírⁿé
5788,nose,Jamsay_Douentza,círⁿé
5789,nose,Jamsay_Mondoro,círⁿé
5790,nose,Mombo,kínjà
5791,nose,Najamba,kìnjâ:
5792,nose,Najamba,kìnjɛ̂:
5793,nose,Nanga,kírⁿê
5794,nose,Penange,kìmjà
5795,nose,Perge_Tegu,kírⁿé
5796,nose,Sangha_So,kírⁿú
5797,nose,Tebul_Ure,cíné
5798,nose,Tiranige,cínjɔ́
5799,nose,Togo_Kan,kírⁿí
5800,nose,Tommo_So,kínú
5801,nose,Tomo_Kan_Diangassagou,cíní
5802,nose,Tomo_Kan_Segue,cìní
5803,nose,Toro_Tegu,cìrⁿòká
5804,nose,Yanda_Dom,cìnzà
5805,nose,Yorno_So,kín
5806,nose,Donno_So,kínù
5807,"not be (copula, with noun)",Ampari,rà
5808,"not be (copula, with noun)",Bankan_Tey,≡m̀dǎ:
5809,"not be (copula, with noun)",Ben_Tey,=rá
5810,"not be (copula, with noun)",Bunoge,=là
5811,"not be (copula, with noun)",Dogul_Dom,lò
5812,"not be (copula, with noun)",Jamsay_Douentza,=lá
5813,"not be (copula, with noun)",Mombo,là
5814,"not be (copula, with noun)",Najamba,=lá
5815,"not be (copula, with noun)",Nanga,=ǹǒ:
5816,"not be (copula, with noun)",Penange,=lá
5817,"not be (copula, with noun)",Perge_Tegu,=rà:
5818,"not be (copula, with noun)",Sangha_So,lá
5819,"not be (copula, with noun)",Tebul_Ure,là
5820,"not be (copula, with noun)",Tiranige,=là
5821,"not be (copula, with noun)",Togo_Kan,=y=lò:
5822,"not be (copula, with noun)",Tommo_So,lɛ́
5823,"not be (copula, with noun)",Tommo_So,lɛ̀
5824,"not be (copula, with noun)",Toro_Tegu,jìní
5825,"not be (copula, with noun)",Yanda_Dom,=lǎ
5826,"not be (copula, with noun)",Yorno_So,=lǎ:
5827,"not be (copula, with noun)",Donno_So,=lǎ:
5828,not be (somewhere) (suppletive),Ampari,ɔ́rù
5829,not be (somewhere) (suppletive),Bankan_Tey,ŋ̀gǒ:
5830,not be (somewhere) (suppletive),Ben_Tey,ŋ̀gó
5831,not be (somewhere) (suppletive),Bunoge,ʔórì
5832,not be (somewhere) (suppletive),Najamba,òndí
5833,not be (somewhere) (suppletive),Najamba,òndú
5834,not be (somewhere) (suppletive),Nanga,ŋ̀gó
5835,not be (somewhere) (suppletive),Penange,wǒl
5836,not be (somewhere) (suppletive),Perge_Tegu,ŋ̀gó
5837,not be (somewhere) (suppletive),Tiranige,órâ
5838,not be (somewhere) (suppletive),Tommo_So,òndú
5839,not be (somewhere) (suppletive),Toro_Tegu,yⁿáŋ̀gó
5840,not be (somewhere) (suppletive),Yanda_Dom,ònú
5841,not be (somewhere) (suppletive),Yorno_So,wɔ̀lɔ́
5842,not be (somewhere) (suppletive),Donno_So,wɔ̀-lɔ́
5843,of (possessive particle between possessor and possessed nouns),Jamsay_Douentza,mà
5844,of (possessive particle between possessor and possessed nouns),Jamsay_Mondoro,mà
5845,of (possessive particle between possessor and possessed nouns),Perge_Tegu,wà
5846,of (possessive particle between possessor and possessed nouns),Tommo_So,mɔ
5847,"oil (vegetable, liquid or buttery)",Bangime,ŋʷɛ̀ɛ́
5848,"oil (vegetable, liquid or buttery)",Bankan_Tey,nǐ:
5849,"oil (vegetable, liquid or buttery)",Ben_Tey,nìsárⁿá
5850,"oil (vegetable, liquid or buttery)",Ben_Tey,nùsárⁿá
5851,"oil (vegetable, liquid or buttery)",Bunoge,nú
5852,"oil (vegetable, liquid or buttery)",Dogul_Dom,nèègú
5853,"oil (vegetable, liquid or buttery)",Gourou,nùŋú
5854,"oil (vegetable, liquid or buttery)",Jamsay_Douentza,nǔŋ
5855,"oil (vegetable, liquid or buttery)",Jamsay_Mondoro,nǔŋ
5856,"oil (vegetable, liquid or buttery)",Mombo,nû:
5857,"oil (vegetable, liquid or buttery)",Najamba,nègé
5858,"oil (vegetable, liquid or buttery)",Najamba,něŋgó
5859,"oil (vegetable, liquid or buttery)",Nanga,lì:gí
5860,"oil (vegetable, liquid or buttery)",Penange,nù:
5861,"oil (vegetable, liquid or buttery)",Perge_Tegu,nùŋgú
5862,"oil (vegetable, liquid or buttery)",Sangha_So,nìí
5863,"oil (vegetable, liquid or buttery)",Tebul_Ure,nùrⁿó
5864,"oil (vegetable, liquid or buttery)",Tiranige,nú:
5865,"oil (vegetable, liquid or buttery)",Togo_Kan,nìŋí
5866,"oil (vegetable, liquid or buttery)",Tommo_So,níyɛ́
5867,"oil (vegetable, liquid or buttery)",Tomo_Kan_Segue,ɲì:
5868,"oil (vegetable, liquid or buttery)",Toro_Tegu,lǒw
5869,"oil (vegetable, liquid or buttery)",Yanda_Dom,nì:
5870,"oil (vegetable, liquid or buttery)",Yorno_So,nǐ:
5871,"oil (vegetable, liquid or buttery)",Donno_So,ně:
5872,okra,Bangime,màjí
5873,okra,Bankan_Tey,tólóy
5874,okra,Ben_Tey,póró
5875,okra,Bunoge,mà:nàjí
5876,okra,Dogul_Dom,gáŋájɛ̀
5877,okra,Gourou,pó:ró
5878,okra,Jamsay_Douentza,póró
5879,okra,Mombo,gáŋá:jì
5880,okra,Najamba,gɔ́ŋ
5881,okra,Najamba,gɔ́ŋgó
5882,okra,Nanga,póró
5883,okra,Penange,kɔ́:nám
5884,okra,Perge_Tegu,póró
5885,okra,Sangha_So,gáŋgààðù
5886,okra,Tebul_Ure,ɔ̀rà:póró
5887,okra,Tiranige,mànàjí
5888,okra,Togo_Kan,ɔ̀gɔ̀pó:ró
5889,okra,Tommo_So,gáŋààjù
5890,okra,Tommo_So,mánààjì
5891,okra,Tomo_Kan_Segue,hóró
5892,okra,Toro_Tegu,tɔ̀rⁿí
5893,okra,Yanda_Dom,póró
5894,okra,Yorno_So,gáŋà:jù
5895,okra,Donno_So,gáŋà:dù
5896,"old (thing, animal)",Bangime,kááw̃á
5897,"old (thing, animal)",Bangime,ʃíjéndɛ
5898,"old (thing, animal)",Bankan_Tey,pɛ̌:
5899,"old (thing, animal)",Ben_Tey,pɛ̌:
5900,"old (thing, animal)",Bunoge,ʔìlɛ̀
5901,"old (thing, animal)",Dogul_Dom,dìyɔ́
5902,"old (thing, animal)",Gourou,kó:ró
5903,"old (thing, animal)",Gourou,pɛ́yⁿ
5904,"old (thing, animal)",Jamsay_Douentza,pɛ̌yⁿ
5905,"old (thing, animal)",Jamsay_Mondoro,pɛ̌yⁿ
5906,"old (thing, animal)",Mombo,ká:nú
5907,"old (thing, animal)",Najamba,kúnjɛ́:
5908,"old (thing, animal)",Najamba,kúnjɔ́:
5909,"old (thing, animal)",Nanga,pɛ̌:
5910,"old (thing, animal)",Penange,ká:mnɔ́
5911,"old (thing, animal)",Perge_Tegu,pɛ̌y
5912,"old (thing, animal)",Sangha_So,pěj
5913,"old (thing, animal)",Tebul_Ure,pɛ̀ygɔ́
5914,"old (thing, animal)",Tebul_Ure,pɛ̌:
5915,"old (thing, animal)",Tiranige,kúnjú
5916,"old (thing, animal)",Togo_Kan,pɛ̌ⁿ
5917,"old (thing, animal)",Tommo_So,pɛ̌y
5918,"old (thing, animal)",Tomo_Kan_Diangassagou,pyɛ̀ⁿ
5919,"old (thing, animal)",Tomo_Kan_Segue,pyɛ̀ⁿ
5920,"old (thing, animal)",Toro_Tegu,yɔ̌:
5921,"old (thing, animal)",Toro_Tegu,wá:gú
5922,"old (thing, animal)",Yanda_Dom,mù
5923,"old (thing, animal)",Yanda_Dom,pɛ̀y
5924,"old (thing, animal)",Yorno_So,pɛ̌y
5925,"old (thing, animal)",Donno_So,pɛ̌y
5926,"on (sth, sb)",Ampari,kó: gà
5927,"on (sth, sb)",Bankan_Tey,kú wò
5928,"on (sth, sb)",Ben_Tey,wò
5929,"on (sth, sb)",Bunoge,mbà
5930,"on (sth, sb)",Jamsay_Douentza,kû:ⁿ
5931,"on (sth, sb)",Mombo,kó:ńdà
5932,"on (sth, sb)",Najamba,mà
5933,"on (sth, sb)",Nanga,gò
5934,"on (sth, sb)",Penange,kòⁿ ẁⁿ
5935,"on (sth, sb)",Tebul_Ure,nɛ̀
5936,"on (sth, sb)",Tiranige,ŋà
5937,"on (sth, sb)",Togo_Kan,kûⁿ
5938,"on (sth, sb)",Tommo_So,dáá nɛ
5939,"on (sth, sb)",Tommo_So,kúú nɛ
5940,"on (sth, sb)",Tommo_So,nɛ
5941,"on (sth, sb)",Toro_Tegu,jèsù
